Ticket_ID,Property_Cluster,Building_Type,Issue_Category,Maintenance_Type,Asset_Criticality,Priority_Level,Created_Timestamp,First_Response_Timestamp,Resolved_Timestamp,Vendor_ID,Vendor_Tier,SLA_Target_Hours,SLA_Breached,Root_Cause_Tag,Resolution_Time_Hours,Response_Time_Minutes,Delay_Bucket,Vendor_Reliability_Index
TKT-100140,A Campus,Office Tower,Plumbing,Emergency,High,High,09-09-2025 01:53,09-09-2025 02:58,35:27.8,V-13,Preferred,10,True,Part Unavailable,10.69,65,Minor Delay,0.65
TKT-100141,C Campus,Office Tower,Electrical,Preventive,Medium,Medium,18-09-2025 18:26,18-09-2025 19:22,30:50.0,V-12,Preferred,6,False,Approval Pending,3.07,56,On Time,0.87
TKT-100142,C Campus,Mall,Access Control,Preventive,Medium,Medium,23-09-2025 00:08,23-09-2025 01:25,18:33.8,V-23,Standard,12,False,Misdiagnosis,5.16,77,On Time,0.71
TKT-100143,B Campus,Hospital,Electrical,Preventive,Medium,Medium,18-08-2025 15:54,18-08-2025 17:06,03:06.1,V-06,Backup,6,True,Repeat Failure,7.15,72,Minor Delay,0.35
TKT-100144,C Campus,Mall,HVAC,Preventive,Low,Low,05-11-2025 21:55,05-11-2025 23:19,00:19.3,V-02,Standard,8,True,Part Unavailable,9.09,84,Minor Delay,0.5
TKT-100145,C Campus,Hospital,Electrical,Preventive,Low,Low,26-11-2025 22:17,26-11-2025 23:38,34:01.0,V-16,Standard,6,True,Technician Delay,7.28,81,Minor Delay,0.56
TKT-100146,C Campus,Office Tower,Plumbing,Emergency,High,High,27-09-2025 01:40,27-09-2025 02:14,15:11.2,V-23,Preferred,10,False,Part Unavailable,6.58,34,On Time,0.84
TKT-100147,C Campus,Hospital,HVAC,Emergency,High,High,26-07-2025 09:24,26-07-2025 10:17,43:15.5,V-02,Preferred,8,False,Misdiagnosis,6.31,53,On Time,0.85
TKT-100148,B Campus,Office Tower,HVAC,Preventive,Medium,Medium,16-12-2025 00:37,16-12-2025 02:34,43:12.8,V-17,Backup,8,False,Approval Pending,7.1,117,On Time,0.52
TKT-100149,B Campus,Hospital,Plumbing,Emergency,High,High,05-07-2025 12:00,05-07-2025 12:35,04:05.7,V-16,Preferred,10,True,Part Unavailable,10.06,35,Minor Delay,0.65
TKT-100150,C Campus,Office Tower,HVAC,Emergency,High,High,13-10-2025 05:09,13-10-2025 05:39,17:39.7,V-13,Preferred,8,True,Part Unavailable,8.13,30,Minor Delay,0.74
TKT-100151,C Campus,Mall,HVAC,Preventive,Medium,Medium,16-10-2025 10:12,16-10-2025 11:00,10:33.8,V-04,Preferred,8,False,Approval Pending,3.97,48,On Time,0.87
TKT-100152,A Campus,Office Tower,Electrical,Preventive,Medium,Medium,02-12-2025 08:29,02-12-2025 09:20,25:29.9,V-02,Preferred,6,False,Misdiagnosis,3.94,51,On Time,0.87
TKT-100153,C Campus,Hospital,Plumbing,Emergency,High,High,09-10-2025 20:15,09-10-2025 21:44,58:57.4,V-20,Backup,10,False,Repeat Failure,7.72,89,On Time,0.5
TKT-100154,B Campus,Hospital,HVAC,Emergency,High,High,08-12-2025 20:06,08-12-2025 21:23,41:16.5,V-14,Standard,8,True,Approval Pending,8.58,77,Minor Delay,0.5
TKT-100155,B Campus,IT Park,HVAC,Emergency,High,High,21-08-2025 13:27,21-08-2025 14:34,52:03.2,V-13,Preferred,8,False,Approval Pending,7.41,67,On Time,0.87
TKT-100156,C Campus,Mall,Plumbing,Preventive,Medium,Medium,20-10-2025 04:22,20-10-2025 05:51,34:21.0,V-25,Standard,10,False,Misdiagnosis,8.2,89,On Time,0.65
TKT-100157,B Campus,IT Park,HVAC,Emergency,High,High,09-10-2025 17:14,09-10-2025 18:12,25:19.9,V-18,Standard,8,True,Misdiagnosis,8.18,58,Minor Delay,0.54
TKT-100158,C Campus,Hospital,Electrical,Preventive,Medium,Medium,27-10-2025 11:09,27-10-2025 12:09,53:35.4,V-10,Preferred,6,False,Approval Pending,3.73,60,On Time,0.8
TKT-100159,A Campus,Office Tower,Electrical,Emergency,High,High,02-10-2025 04:02,02-10-2025 04:54,47:38.8,V-13,Preferred,6,True,Technician Delay,6.75,52,Minor Delay,0.69
TKT-100160,A Campus,Hospital,HVAC,Preventive,Medium,Medium,25-08-2025 20:27,25-08-2025 21:02,48:56.3,V-18,Preferred,8,False,Technician Delay,5.36,35,On Time,0.8
TKT-100161,B Campus,Mall,HVAC,Preventive,Low,Low,28-10-2025 13:15,28-10-2025 14:47,37:23.4,V-14,Standard,8,True,Approval Pending,8.36,92,Minor Delay,0.54
TKT-100162,C Campus,Office Tower,Elevator,Preventive,Medium,Medium,10-11-2025 06:35,10-11-2025 07:13,39:59.0,V-16,Preferred,4,False,Misdiagnosis,3.08,38,On Time,0.8
TKT-100163,A Campus,Hospital,Plumbing,Preventive,Medium,Medium,25-08-2025 10:07,25-08-2025 10:40,45:48.4,V-06,Preferred,10,False,Part Unavailable,8.63,33,On Time,0.83
TKT-100164,A Campus,IT Park,HVAC,Preventive,Medium,Medium,01-12-2025 00:09,01-12-2025 01:25,46:30.0,V-20,Standard,8,False,Misdiagnosis,5.61,76,On Time,0.73
TKT-100165,B Campus,Hospital,Electrical,Preventive,Low,Low,02-11-2025 12:43,02-11-2025 14:02,12:56.3,V-11,Standard,6,True,Part Unavailable,8.48,79,Minor Delay,0.57
TKT-100166,C Campus,Office Tower,HVAC,Emergency,High,High,17-11-2025 12:54,17-11-2025 13:35,21:22.2,V-21,Preferred,8,False,Technician Delay,3.45,41,On Time,0.83
TKT-100167,B Campus,Hospital,HVAC,Emergency,High,High,16-09-2025 20:01,16-09-2025 20:37,12:16.2,V-25,Preferred,8,False,Repeat Failure,4.19,36,On Time,0.85
TKT-100168,B Campus,Hospital,HVAC,Preventive,Medium,Medium,20-08-2025 18:55,20-08-2025 19:48,40:49.2,V-23,Preferred,8,False,Repeat Failure,7.75,53,On Time,0.85
TKT-100169,C Campus,IT Park,HVAC,Preventive,Medium,Medium,10-09-2025 08:52,10-09-2025 10:31,02:19.3,V-23,Backup,8,False,Repeat Failure,7.16,99,On Time,0.51
TKT-100170,B Campus,Mall,Elevator,Emergency,High,High,10-11-2025 02:37,10-11-2025 03:45,07:52.6,V-02,Preferred,4,True,Approval Pending,4.51,68,Minor Delay,0.66
TKT-100171,C Campus,Mall,Access Control,Preventive,Medium,Medium,30-07-2025 02:21,30-07-2025 03:16,00:24.2,V-17,Standard,12,False,Technician Delay,6.64,55,On Time,0.67
TKT-100172,A Campus,Office Tower,Elevator,Emergency,High,High,08-10-2025 15:54,08-10-2025 16:50,28:28.6,V-01,Preferred,4,True,Technician Delay,4.57,56,Minor Delay,0.65
TKT-100173,A Campus,IT Park,Electrical,Emergency,High,High,21-09-2025 06:34,21-09-2025 07:26,32:14.4,V-10,Preferred,6,False,Misdiagnosis,4.96,52,On Time,0.83
TKT-100174,A Campus,Mall,HVAC,Preventive,Medium,Medium,11-09-2025 17:06,11-09-2025 18:00,43:53.1,V-05,Preferred,8,False,Approval Pending,6.62,54,On Time,0.8
TKT-100175,B Campus,IT Park,Electrical,Emergency,High,High,13-10-2025 07:48,13-10-2025 08:43,29:10.7,V-22,Preferred,6,False,Part Unavailable,5.68,55,On Time,0.8
TKT-100176,C Campus,Office Tower,HVAC,Preventive,Low,Low,12-09-2025 15:33,12-09-2025 16:17,09:21.2,V-22,Preferred,8,False,Repeat Failure,4.6,44,On Time,0.83
TKT-100177,C Campus,IT Park,HVAC,Preventive,Medium,Medium,10-08-2025 00:24,10-08-2025 01:13,17:46.6,V-13,Standard,8,False,Misdiagnosis,4.89,49,On Time,0.67
TKT-100178,A Campus,Mall,Electrical,Preventive,Medium,Medium,28-07-2025 05:04,28-07-2025 06:06,00:58.7,V-11,Preferred,6,False,Repeat Failure,3.94,62,On Time,0.86
TKT-100179,B Campus,Mall,Elevator,Preventive,Low,Low,12-08-2025 22:08,12-08-2025 23:04,06:22.8,V-14,Preferred,4,True,Approval Pending,4.97,56,Minor Delay,0.66
TKT-100180,B Campus,IT Park,Access Control,Emergency,High,High,30-12-2025 20:06,30-12-2025 21:00,28:08.0,V-16,Preferred,12,False,Misdiagnosis,5.36,54,On Time,0.86
TKT-100181,A Campus,Hospital,Plumbing,Preventive,Low,Low,04-12-2025 11:11,04-12-2025 12:10,59:37.7,V-07,Preferred,10,True,Misdiagnosis,10.8,59,Minor Delay,0.69
TKT-100182,C Campus,IT Park,HVAC,Emergency,High,High,12-12-2025 11:55,12-12-2025 12:48,03:30.5,V-03,Preferred,8,False,Repeat Failure,4.13,53,On Time,0.86
TKT-100183,C Campus,Mall,Plumbing,Preventive,Medium,Medium,10-08-2025 13:29,10-08-2025 14:20,32:13.7,V-25,Preferred,10,False,Repeat Failure,6.04,51,On Time,0.82
TKT-100184,A Campus,Mall,Electrical,Preventive,Low,Low,25-12-2025 16:47,25-12-2025 17:32,28:51.6,V-17,Preferred,6,False,Approval Pending,5.68,45,On Time,0.82
TKT-100185,B Campus,IT Park,Electrical,Preventive,Medium,Medium,25-11-2025 21:26,25-11-2025 23:04,23:35.9,V-01,Standard,6,False,Misdiagnosis,4.95,98,On Time,0.7
TKT-100186,C Campus,Office Tower,HVAC,Preventive,Low,Low,30-07-2025 14:17,30-07-2025 14:59,46:52.5,V-09,Preferred,8,False,Misdiagnosis,5.49,42,On Time,0.82
TKT-100187,C Campus,Office Tower,Access Control,Preventive,Medium,Medium,02-08-2025 16:01,02-08-2025 16:53,00:38.0,V-02,Preferred,12,False,Repeat Failure,5.98,52,On Time,0.81
TKT-100188,A Campus,IT Park,Plumbing,Preventive,Medium,Medium,26-11-2025 10:04,26-11-2025 10:34,42:07.2,V-12,Preferred,10,False,Misdiagnosis,5.63,30,On Time,0.89
TKT-100189,C Campus,Office Tower,Plumbing,Preventive,Medium,Medium,04-07-2025 01:18,04-07-2025 02:18,13:04.8,V-17,Backup,10,False,Misdiagnosis,5.9,60,On Time,0.5
TKT-100190,C Campus,Office Tower,HVAC,Preventive,Medium,Medium,21-07-2025 18:43,21-07-2025 19:19,27:52.1,V-03,Preferred,8,False,Misdiagnosis,6.73,36,On Time,0.84
TKT-100191,B Campus,Office Tower,HVAC,Preventive,Medium,Medium,13-11-2025 09:21,13-11-2025 10:20,13:01.7,V-13,Standard,8,False,Repeat Failure,5.86,59,On Time,0.68
TKT-100192,B Campus,Office Tower,Electrical,Preventive,Low,Low,01-11-2025 15:27,01-11-2025 15:57,14:44.4,V-04,Preferred,6,False,Repeat Failure,2.78,30,On Time,0.81
TKT-100193,A Campus,Mall,HVAC,Preventive,Medium,Medium,23-12-2025 00:14,23-12-2025 01:54,47:48.2,V-18,Standard,8,True,Part Unavailable,9.56,100,Minor Delay,0.5
TKT-100194,C Campus,IT Park,HVAC,Preventive,Medium,Medium,28-12-2025 08:21,28-12-2025 10:00,22:13.4,V-03,Standard,8,False,Misdiagnosis,7.01,99,On Time,0.7
TKT-100195,A Campus,Mall,Plumbing,Preventive,Medium,Medium,09-11-2025 11:12,09-11-2025 12:16,45:29.9,V-12,Preferred,10,False,Technician Delay,5.55,64,On Time,0.89
TKT-100196,A Campus,Office Tower,HVAC,Preventive,Low,Low,10-12-2025 20:30,10-12-2025 21:19,28:13.6,V-09,Standard,8,False,Approval Pending,5.96,49,On Time,0.67
TKT-100197,B Campus,Mall,Electrical,Preventive,Low,Low,16-10-2025 09:20,16-10-2025 10:14,12:27.1,V-23,Preferred,6,False,Misdiagnosis,5.87,54,On Time,0.88
TKT-100198,A Campus,Hospital,Electrical,Preventive,Medium,Medium,12-09-2025 18:55,12-09-2025 20:05,30:59.7,V-25,Preferred,6,False,Repeat Failure,4.59,70,On Time,0.85
TKT-100199,A Campus,Mall,Access Control,Preventive,Medium,Medium,06-08-2025 09:18,06-08-2025 10:30,07:43.5,V-20,Standard,12,False,Repeat Failure,5.82,72,On Time,0.69
TKT-100200,B Campus,IT Park,Plumbing,Emergency,High,High,19-09-2025 08:29,19-09-2025 09:38,34:49.2,V-22,Standard,10,True,Approval Pending,10.09,69,Minor Delay,0.53
TKT-100201,A Campus,Mall,Electrical,Preventive,Medium,Medium,28-08-2025 11:22,28-08-2025 12:39,15:29.1,V-09,Backup,6,False,Repeat Failure,3.88,77,On Time,0.56
TKT-100202,C Campus,Office Tower,Electrical,Emergency,High,High,27-09-2025 21:47,27-09-2025 22:53,39:10.8,V-15,Backup,6,False,Repeat Failure,3.86,66,On Time,0.54
TKT-100203,B Campus,Mall,HVAC,Preventive,Low,Low,01-09-2025 06:24,01-09-2025 08:02,28:38.0,V-23,Backup,8,True,Technician Delay,13.07,98,Major Delay,0.35
TKT-100204,B Campus,Mall,Plumbing,Preventive,Medium,Medium,12-09-2025 00:32,12-09-2025 01:19,39:32.0,V-22,Preferred,10,False,Technician Delay,5.11,47,On Time,0.81
TKT-100205,A Campus,Office Tower,Elevator,Emergency,High,High,24-09-2025 03:20,24-09-2025 04:08,34:46.1,V-10,Preferred,4,True,Technician Delay,4.23,48,Minor Delay,0.71
TKT-100206,B Campus,Mall,Electrical,Preventive,Low,Low,01-12-2025 05:21,01-12-2025 06:15,47:13.1,V-23,Preferred,6,True,Technician Delay,7.42,54,Minor Delay,0.68
TKT-100207,C Campus,IT Park,Plumbing,Preventive,Medium,Medium,14-11-2025 05:51,14-11-2025 06:55,56:26.8,V-20,Preferred,10,False,Approval Pending,5.09,64,On Time,0.89
TKT-100208,C Campus,Office Tower,HVAC,Emergency,High,High,02-12-2025 14:42,02-12-2025 15:54,58:28.9,V-08,Standard,8,False,Approval Pending,5.27,72,On Time,0.67
TKT-100209,B Campus,Office Tower,Access Control,Preventive,Medium,Medium,27-11-2025 23:22,28-11-2025 00:50,28:54.9,V-03,Standard,12,False,Misdiagnosis,5.11,88,On Time,0.73
TKT-100210,C Campus,Mall,HVAC,Preventive,Medium,Medium,30-08-2025 13:30,30-08-2025 14:21,57:38.5,V-11,Preferred,8,False,Repeat Failure,6.45,51,On Time,0.88
TKT-100211,B Campus,IT Park,HVAC,Preventive,Medium,Medium,05-07-2025 09:15,05-07-2025 10:06,19:48.0,V-06,Preferred,8,False,Repeat Failure,7.08,51,On Time,0.84
TKT-100212,C Campus,Office Tower,Electrical,Preventive,Medium,Medium,15-08-2025 00:31,15-08-2025 01:26,10:32.1,V-15,Preferred,6,False,Misdiagnosis,3.65,55,On Time,0.8
TKT-100213,B Campus,Office Tower,HVAC,Preventive,Low,Low,14-11-2025 20:18,14-11-2025 21:01,09:20.5,V-06,Preferred,8,False,Technician Delay,4.85,43,On Time,0.84
TKT-100214,B Campus,Mall,HVAC,Preventive,Medium,Medium,23-07-2025 03:04,23-07-2025 04:05,59:58.4,V-04,Standard,8,True,Part Unavailable,8.93,61,Minor Delay,0.54
TKT-100215,B Campus,Office Tower,Elevator,Preventive,Medium,Medium,06-12-2025 00:17,06-12-2025 01:45,03:55.0,V-10,Standard,4,False,Approval Pending,2.77,88,On Time,0.73
TKT-100216,A Campus,Hospital,Electrical,Preventive,Medium,Medium,08-10-2025 04:36,08-10-2025 05:30,56:51.3,V-21,Preferred,6,False,Technician Delay,3.33,54,On Time,0.87
TKT-100217,C Campus,Mall,Elevator,Preventive,Low,Low,26-08-2025 02:04,26-08-2025 02:42,35:41.5,V-07,Preferred,4,True,Part Unavailable,4.53,38,Minor Delay,0.68
TKT-100218,C Campus,Office Tower,Plumbing,Preventive,Medium,Medium,10-11-2025 22:55,10-11-2025 23:56,09:53.2,V-10,Preferred,10,False,Technician Delay,8.25,61,On Time,0.89
TKT-100219,B Campus,Mall,Plumbing,Preventive,Medium,Medium,26-08-2025 01:18,26-08-2025 01:58,59:11.9,V-09,Preferred,10,False,Technician Delay,9.69,40,On Time,0.81
TKT-100220,B Campus,IT Park,HVAC,Preventive,Medium,Medium,15-10-2025 02:11,15-10-2025 02:54,20:17.5,V-15,Preferred,8,True,Part Unavailable,10.15,43,Minor Delay,0.7
TKT-100221,B Campus,IT Park,Elevator,Emergency,High,High,16-12-2025 00:32,16-12-2025 01:24,04:23.0,V-21,Standard,4,True,Part Unavailable,4.53,52,Minor Delay,0.53
TKT-100222,A Campus,Mall,HVAC,Emergency,High,High,05-12-2025 23:19,06-12-2025 00:17,11:17.1,V-10,Standard,8,True,Misdiagnosis,10.86,58,Minor Delay,0.55
TKT-100223,C Campus,Hospital,Elevator,Preventive,Medium,Medium,22-12-2025 19:01,22-12-2025 20:29,09:18.0,V-21,Standard,4,True,Part Unavailable,4.13,88,Minor Delay,0.57
TKT-100224,C Campus,Mall,HVAC,Preventive,Low,Low,29-07-2025 09:32,29-07-2025 10:22,46:16.0,V-14,Preferred,8,True,Part Unavailable,8.23,50,Minor Delay,0.68
TKT-100225,B Campus,IT Park,HVAC,Emergency,High,High,17-09-2025 05:25,17-09-2025 06:27,46:22.2,V-25,Preferred,8,True,Approval Pending,8.35,62,Minor Delay,0.65
TKT-100226,A Campus,Office Tower,Electrical,Preventive,Low,Low,13-12-2025 01:46,13-12-2025 02:35,38:44.1,V-10,Standard,6,False,Technician Delay,4.86,49,On Time,0.69
TKT-100227,C Campus,Mall,HVAC,Preventive,Medium,Medium,01-12-2025 01:45,01-12-2025 02:51,41:14.6,V-06,Standard,8,True,Part Unavailable,9.93,66,Minor Delay,0.52
TKT-100228,B Campus,IT Park,Plumbing,Preventive,Medium,Medium,09-08-2025 06:52,09-08-2025 08:21,34:06.2,V-12,Standard,10,False,Approval Pending,7.7,89,On Time,0.7
TKT-100229,A Campus,Hospital,HVAC,Preventive,Low,Low,11-07-2025 01:20,11-07-2025 02:30,39:48.7,V-07,Standard,8,True,Part Unavailable,8.32,70,Minor Delay,0.52
TKT-100230,A Campus,Mall,Elevator,Preventive,Medium,Medium,09-10-2025 20:47,09-10-2025 22:30,26:29.3,V-16,Backup,4,False,Misdiagnosis,3.66,103,On Time,0.58
TKT-100231,A Campus,Office Tower,Electrical,Emergency,High,High,19-11-2025 21:36,19-11-2025 22:12,46:40.2,V-21,Preferred,6,False,Misdiagnosis,4.17,36,On Time,0.8
TKT-100232,A Campus,IT Park,Plumbing,Emergency,High,High,18-10-2025 09:07,18-10-2025 09:37,00:51.9,V-20,Preferred,10,False,Repeat Failure,6.89,30,On Time,0.8
TKT-100233,B Campus,Mall,Access Control,Preventive,Medium,Medium,22-12-2025 02:25,22-12-2025 03:01,45:14.9,V-08,Preferred,12,False,Technician Delay,5.33,36,On Time,0.85
TKT-100234,C Campus,IT Park,HVAC,Preventive,Low,Low,16-10-2025 11:00,16-10-2025 12:08,37:10.1,V-10,Preferred,8,False,Misdiagnosis,7.6,68,On Time,0.86
TKT-100235,C Campus,Mall,HVAC,Preventive,Medium,Medium,27-08-2025 09:19,27-08-2025 10:45,18:34.9,V-20,Standard,8,False,Repeat Failure,4.98,86,On Time,0.73
TKT-100236,C Campus,IT Park,HVAC,Emergency,High,High,29-12-2025 08:24,29-12-2025 09:14,49:27.9,V-25,Preferred,8,False,Repeat Failure,4.42,50,On Time,0.88
TKT-100237,A Campus,IT Park,Elevator,Preventive,Medium,Medium,20-08-2025 21:52,20-08-2025 22:50,01:01.2,V-14,Standard,4,True,Approval Pending,4.15,58,Minor Delay,0.53
TKT-100238,C Campus,Office Tower,HVAC,Preventive,Low,Low,02-11-2025 09:07,02-11-2025 10:11,35:09.7,V-05,Preferred,8,False,Approval Pending,7.47,64,On Time,0.81
TKT-100239,B Campus,Office Tower,Electrical,Emergency,High,High,30-08-2025 05:29,30-08-2025 06:26,51:14.9,V-20,Preferred,6,True,Approval Pending,6.36,57,Minor Delay,0.74
TKT-100240,B Campus,Mall,HVAC,Preventive,Medium,Medium,03-07-2025 11:01,03-07-2025 11:39,50:23.1,V-06,Preferred,8,False,Approval Pending,7.82,38,On Time,0.84
TKT-100241,A Campus,Hospital,HVAC,Preventive,Medium,Medium,27-11-2025 19:07,27-11-2025 19:53,38:27.2,V-16,Standard,8,False,Technician Delay,6.52,46,On Time,0.67
TKT-100242,C Campus,Hospital,Plumbing,Preventive,Medium,Medium,06-10-2025 00:21,06-10-2025 02:00,36:47.7,V-08,Standard,10,False,Repeat Failure,8.26,99,On Time,0.65
TKT-100243,C Campus,IT Park,Plumbing,Emergency,High,High,14-12-2025 17:46,14-12-2025 18:16,50:24.7,V-18,Preferred,10,False,Technician Delay,7.06,30,On Time,0.8
TKT-100244,C Campus,Office Tower,Plumbing,Emergency,High,High,01-09-2025 11:42,01-09-2025 12:42,11:12.9,V-02,Standard,10,False,Misdiagnosis,7.48,60,On Time,0.72
TKT-100245,A Campus,IT Park,Electrical,Preventive,Medium,Medium,14-07-2025 09:13,14-07-2025 10:12,13:20.7,V-10,Preferred,6,True,Part Unavailable,6.0,59,Minor Delay,0.65
TKT-100246,B Campus,Mall,Plumbing,Preventive,Medium,Medium,10-09-2025 12:16,10-09-2025 13:38,58:03.9,V-05,Standard,10,True,Technician Delay,12.69,82,Minor Delay,0.59
TKT-100247,B Campus,IT Park,HVAC,Preventive,Low,Low,14-10-2025 03:47,14-10-2025 04:54,32:23.2,V-24,Standard,8,True,Approval Pending,8.76,67,Minor Delay,0.5
TKT-100248,B Campus,IT Park,HVAC,Preventive,Medium,Medium,11-10-2025 21:06,11-10-2025 21:51,39:16.3,V-08,Preferred,8,False,Part Unavailable,5.54,45,On Time,0.81
TKT-100249,B Campus,Hospital,Access Control,Emergency,High,High,23-11-2025 05:27,23-11-2025 06:32,12:49.4,V-22,Backup,12,False,Approval Pending,7.75,65,On Time,0.57
TKT-100250,A Campus,Hospital,HVAC,Preventive,Medium,Medium,13-12-2025 05:32,13-12-2025 06:52,58:25.3,V-07,Backup,8,True,Approval Pending,12.43,80,Major Delay,0.42
TKT-100251,C Campus,IT Park,Elevator,Preventive,Medium,Medium,21-07-2025 12:24,21-07-2025 13:19,50:55.1,V-15,Standard,4,False,Repeat Failure,3.45,55,On Time,0.7
TKT-100252,A Campus,IT Park,HVAC,Preventive,Medium,Medium,04-12-2025 19:40,04-12-2025 20:29,38:19.6,V-08,Preferred,8,False,Repeat Failure,7.96,49,On Time,0.84
TKT-100253,B Campus,IT Park,Access Control,Emergency,High,High,20-08-2025 12:27,20-08-2025 14:04,49:18.7,V-15,Standard,12,False,Repeat Failure,8.36,97,On Time,0.73
TKT-100254,A Campus,IT Park,HVAC,Preventive,Medium,Medium,12-07-2025 23:23,13-07-2025 01:16,58:38.4,V-03,Backup,8,True,Part Unavailable,13.58,113,Major Delay,0.35
TKT-100255,C Campus,Hospital,Plumbing,Emergency,High,High,05-07-2025 05:35,05-07-2025 06:39,43:35.0,V-04,Backup,10,True,Repeat Failure,15.13,64,Major Delay,0.44
TKT-100256,B Campus,IT Park,Access Control,Preventive,Medium,Medium,27-12-2025 10:45,27-12-2025 12:21,33:27.2,V-06,Backup,12,False,Repeat Failure,7.79,96,On Time,0.55
TKT-100257,B Campus,Office Tower,Electrical,Preventive,Low,Low,07-07-2025 17:28,07-07-2025 18:37,14:26.6,V-09,Preferred,6,False,Misdiagnosis,3.76,69,On Time,0.83
TKT-100258,A Campus,Office Tower,HVAC,Emergency,High,High,02-11-2025 18:58,02-11-2025 20:01,19:50.3,V-16,Preferred,8,False,Misdiagnosis,5.35,63,On Time,0.81
TKT-100259,B Campus,Hospital,Electrical,Preventive,Medium,Medium,01-09-2025 10:47,01-09-2025 11:41,28:44.5,V-16,Preferred,6,False,Technician Delay,2.69,54,On Time,0.81
TKT-100260,B Campus,Mall,Electrical,Preventive,Medium,Medium,20-07-2025 10:39,20-07-2025 11:24,34:26.1,V-08,Preferred,6,False,Misdiagnosis,3.91,45,On Time,0.8
TKT-100261,B Campus,Hospital,Elevator,Preventive,Medium,Medium,04-08-2025 04:41,04-08-2025 05:26,39:03.4,V-19,Preferred,4,True,Part Unavailable,4.96,45,Minor Delay,0.65
TKT-100262,A Campus,Mall,Elevator,Emergency,High,High,14-10-2025 06:29,14-10-2025 07:48,02:09.9,V-11,Backup,4,True,Technician Delay,5.55,79,Minor Delay,0.35
TKT-100263,A Campus,Mall,Access Control,Preventive,Medium,Medium,17-11-2025 05:10,17-11-2025 06:21,30:49.1,V-25,Backup,12,False,Approval Pending,9.34,71,On Time,0.58
TKT-100264,C Campus,Hospital,Elevator,Preventive,Medium,Medium,11-09-2025 13:03,11-09-2025 14:33,43:31.4,V-14,Standard,4,False,Misdiagnosis,3.67,90,On Time,0.65
TKT-100265,B Campus,Hospital,Elevator,Preventive,Low,Low,15-11-2025 07:42,15-11-2025 09:02,54:32.9,V-10,Standard,4,False,Approval Pending,3.2,80,On Time,0.65
TKT-100266,C Campus,Hospital,Electrical,Preventive,Medium,Medium,04-08-2025 12:10,04-08-2025 12:40,06:29.2,V-20,Preferred,6,False,Part Unavailable,5.93,30,On Time,0.84
TKT-100267,C Campus,Mall,Electrical,Emergency,High,High,29-12-2025 21:16,29-12-2025 22:17,38:23.7,V-03,Preferred,6,True,Part Unavailable,6.36,61,Minor Delay,0.65
TKT-100268,C Campus,Hospital,HVAC,Emergency,High,High,03-07-2025 05:06,03-07-2025 06:22,21:10.8,V-15,Backup,8,False,Approval Pending,6.25,76,On Time,0.5
TKT-100269,B Campus,Mall,Electrical,Preventive,Medium,Medium,04-10-2025 17:55,04-10-2025 18:49,22:15.3,V-08,Preferred,6,False,Repeat Failure,4.44,54,On Time,0.87
TKT-100270,B Campus,IT Park,Elevator,Emergency,High,High,27-08-2025 06:22,27-08-2025 06:53,25:08.8,V-18,Preferred,4,False,Repeat Failure,2.05,31,On Time,0.88
TKT-100271,B Campus,Office Tower,Access Control,Preventive,Medium,Medium,22-09-2025 18:06,22-09-2025 19:32,31:29.9,V-23,Standard,12,False,Technician Delay,5.41,86,On Time,0.66
TKT-100272,C Campus,Hospital,Access Control,Emergency,High,High,27-08-2025 17:59,27-08-2025 19:14,50:26.7,V-03,Backup,12,False,Misdiagnosis,4.85,75,On Time,0.55
TKT-100273,C Campus,Office Tower,Plumbing,Preventive,Medium,Medium,19-07-2025 19:59,19-07-2025 20:30,21:09.6,V-16,Preferred,10,True,Part Unavailable,11.36,31,Minor Delay,0.67
TKT-100274,C Campus,Hospital,HVAC,Emergency,High,High,02-11-2025 15:18,02-11-2025 16:37,33:36.1,V-09,Standard,8,False,Approval Pending,7.25,79,On Time,0.71
TKT-100275,B Campus,IT Park,HVAC,Preventive,Low,Low,24-11-2025 01:40,24-11-2025 03:24,11:59.7,V-18,Backup,8,True,Repeat Failure,11.53,104,Minor Delay,0.44
TKT-100276,B Campus,Office Tower,Access Control,Emergency,High,High,11-11-2025 09:58,11-11-2025 10:58,49:20.1,V-19,Preferred,12,False,Misdiagnosis,6.85,60,On Time,0.81
